# TOPAS Version: 3.7
# Parameter File: PDD.txt
# Results for scorer dose
# Scored in component: dosegrid
# X in 1 bin  of 12 cm
# Y in 100 bins of 0.1 cm
# Z in 1 bin  of 12 cm
# DoseToWater ( Gy ) : Sum   
0, 0, 0, 1.126739320063668e-15
0, 1, 0, 7.644627461878527e-16
0, 2, 0, 1.031939710244322e-15
0, 3, 0, 1.011568461983738e-15
0, 4, 0, 1.014708942514801e-15
0, 5, 0, 1.393311705872029e-15
0, 6, 0, 1.164868719942557e-15
0, 7, 0, 1.179571729599234e-15
0, 8, 0, 1.261781571086184e-15
0, 9, 0, 1.349663886341778e-15
0, 10, 0, 1.096850491970379e-15
0, 11, 0, 1.688105217779654e-15
0, 12, 0, 1.558832425798242e-15
0, 13, 0, 1.293623445397605e-15
0, 14, 0, 1.399527445397218e-15
0, 15, 0, 1.777277564213916e-15
0, 16, 0, 1.844457441326549e-15
0, 17, 0, 1.689460576374379e-15
0, 18, 0, 1.610022014932608e-15
0, 19, 0, 1.822024197234992e-15
0, 20, 0, 2.023620579780358e-15
0, 21, 0, 1.670128214023602e-15
0, 22, 0, 1.958513392289656e-15
0, 23, 0, 2.063707472800352e-15
0, 24, 0, 1.994411707385477e-15
0, 25, 0, 1.900042707940692e-15
0, 26, 0, 2.107729680893289e-15
0, 27, 0, 2.19459608600777e-15
0, 28, 0, 2.248006595529837e-15
0, 29, 0, 2.32820791014061e-15
0, 30, 0, 2.032729360336894e-15
0, 31, 0, 2.389546436290741e-15
0, 32, 0, 2.266266720048508e-15
0, 33, 0, 2.627076074041002e-15
0, 34, 0, 2.52500648631449e-15
0, 35, 0, 2.511556661903276e-15
0, 36, 0, 2.544542454209963e-15
0, 37, 0, 2.498993045713127e-15
0, 38, 0, 2.320847405587207e-15
0, 39, 0, 2.709727219693471e-15
0, 40, 0, 2.620591613313296e-15
0, 41, 0, 3.137288910918471e-15
0, 42, 0, 2.867424002165014e-15
0, 43, 0, 2.810667712501293e-15
0, 44, 0, 2.834292731949636e-15
0, 45, 0, 3.176252426492169e-15
0, 46, 0, 3.130240326247894e-15
0, 47, 0, 2.862780355789929e-15
0, 48, 0, 3.296054648969449e-15
0, 49, 0, 3.261026236710458e-15
0, 50, 0, 3.455366935029643e-15
0, 51, 0, 3.133999246709572e-15
0, 52, 0, 3.45762131321876e-15
0, 53, 0, 3.442255500280857e-15
0, 54, 0, 3.331522883086302e-15
0, 55, 0, 3.822843497108212e-15
0, 56, 0, 3.583748965987898e-15
0, 57, 0, 3.376397629840651e-15
0, 58, 0, 3.682103043691279e-15
0, 59, 0, 4.240070327585525e-15
0, 60, 0, 3.830934355820385e-15
0, 61, 0, 3.977326636577872e-15
0, 62, 0, 4.029289566793081e-15
0, 63, 0, 3.902400219646125e-15
0, 64, 0, 3.985924020992503e-15
0, 65, 0, 4.117217515948709e-15
0, 66, 0, 4.331635859733136e-15
0, 67, 0, 4.489554988353333e-15
0, 68, 0, 4.655786898317884e-15
0, 69, 0, 4.335604209091022e-15
0, 70, 0, 4.545898772971742e-15
0, 71, 0, 4.724776037805852e-15
0, 72, 0, 4.926354632659325e-15
0, 73, 0, 4.97944030504612e-15
0, 74, 0, 5.045382243506341e-15
0, 75, 0, 5.411574915395109e-15
0, 76, 0, 5.038040161919541e-15
0, 77, 0, 5.263447487645172e-15
0, 78, 0, 5.090764574754332e-15
0, 79, 0, 5.561675506395676e-15
0, 80, 0, 5.565032297965644e-15
0, 81, 0, 5.378534277705087e-15
0, 82, 0, 5.863932860876268e-15
0, 83, 0, 5.256206202979095e-15
0, 84, 0, 5.674656149032243e-15
0, 85, 0, 5.276764963158377e-15
0, 86, 0, 5.804114970624696e-15
0, 87, 0, 5.760270427692445e-15
0, 88, 0, 5.958300378013396e-15
0, 89, 0, 5.889027058971624e-15
0, 90, 0, 6.416619741377331e-15
0, 91, 0, 6.307971672265969e-15
0, 92, 0, 6.290362280809026e-15
0, 93, 0, 6.219638417845081e-15
0, 94, 0, 6.524391978421232e-15
0, 95, 0, 6.691279068370484e-15
0, 96, 0, 6.673533728125507e-15
0, 97, 0, 6.29215502604189e-15
0, 98, 0, 7.000385107746102e-15
0, 99, 0, 6.635185581987989e-15
